"Mean biomass (tons), excluding first ages specified in input"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
55.0,15926.445,4688.924,32686.725,39538.625,12503.232,13984.256,28146.232,23166.486,5271.386,86838.99,48347.938,116629.65,408434.38,32693.395
56.0,15603.618,4561.5923,31127.309,41306.984,10740.869,13197.444,26558.854,22661.424,4599.3213,78536.98,42116.0,101592.96,414001.22,29663.29
57.0,16379.782,4556.33,31046.826,40858.918,10812.596,12481.529,23906.87,25377.28,4956.3643,74513.19,41690.055,94913.61,410710.22,33486.164
58.0,16119.843,3838.0535,30379.516,39577.742,11782.616,11424.57,20354.99,26821.215,5352.202,75126.12,40626.387,162223.58,384446.0,35003.016
59.0,15608.342,3510.3896,28577.12,37905.55,12649.522,10816.753,25798.104,22479.047,6453.0527,81475.3,37875.92,214345.84,365062.72,35267.98
60.0,16146.327,3540.2104,30653.047,45715.55,12493.032,10293.529,35732.14,21047.055,7079.2876,101724.664,30742.379,270462.06,392016.03,45466.492
61.0,16812.977,3864.8594,34191.215,52747.26,11487.853,10106.797,35199.867,19774.117,6591.108,120105.6,23462.24,376587.94,400603.34,62271.895
62.0,17697.11,4224.553,41562.04,52488.324,11027.64,10323.254,27526.16,20373.361,6599.448,135356.92,18944.307,510986.06,381732.22,86637.19
63.0,17627.57,3834.5723,37427.848,58090.797,8370.453,10690.264,21850.656,22316.055,6751.201,159629.14,27000.234,560287.25,341153.1,118483.87
64.0,17295.418,3957.1265,28031.62,55179.473,8353.054,10897.032,23098.793,24225.895,6782.193,162943.6,68466.57,510470.34,281588.56,154100.88
65.0,17436.164,4454.341,29218.307,50769.46,9862.114,11079.815,24977.19,25289.53,7760.698,146538.08,88943.74,444289.44,263744.4,130096.97
66.0,17327.828,4651.7363,33339.32,61771.285,10391.046,11512.523,22983.404,23282.576,7271.2314,145869.14,97453.055,354301.62,278831.6,95365.41
67.0,16195.065,3838.0427,28224.398,59907.742,9691.374,12174.13,19675.934,20588.494,5768.627,156337.22,121960.12,263326.34,296157.7,63744.902
68.0,14624.956,3571.8809,29842.781,55790.305,9589.585,12723.24,15652.461,20780.408,5562.6147,171961.75,117558.414,207943.12,316873.7,63061.96
69.0,14438.168,3687.8064,27273.729,54839.652,8783.003,12916.252,15296.261,19491.158,6133.0894,158148.33,99795.09,186372.36,328795.88,68843.195
70.0,15317.195,4033.7495,24779.285,47023.906,9958.191,13135.656,19328.338,20656.084,6537.3486,138938.61,87762.336,172282.22,326780.75,71585.88
