"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
33.0,4.622999,3.8646297,3.9289758,4.722774,3.929409,4.7383084,3.9444718,3.9021358,4.0487523,3.8873425,4.279027,2.8721712,2.8911903,4.60128
34.0,4.62636,3.861317,3.9430254,4.630014,3.9322517,4.707829,3.9384577,3.903081,4.0186205,3.8903883,4.2698436,2.5475965,2.9024076,4.5303497
35.0,4.6247287,3.8585887,3.941796,4.655536,3.9355156,4.659375,3.9434395,3.8992152,4.016429,3.9009917,4.2494035,2.4900267,2.8692076,4.5773582
36.0,4.627743,3.8532798,3.929414,4.622202,3.963693,4.7171273,3.9445045,3.899685,4.063649,3.8892734,4.2860494,2.5571692,2.8911395,4.615634
37.0,4.6091614,3.8491685,3.9376986,4.6012797,3.9818156,4.803331,3.94301,3.9019082,4.083418,3.900197,4.3281093,2.7162385,2.915705,4.6032906
38.0,4.6116214,3.8526917,3.9318035,4.665683,3.9428391,4.628785,3.9393044,3.9002414,4.079764,3.9306946,4.3599,2.797622,2.940113,4.5619307
39.0,4.6077247,3.8508213,3.9344456,4.6831837,3.9352171,4.6546025,3.9464078,3.8978107,4.092096,3.9102283,4.346377,2.8748524,2.8993819,4.55749
40.0,4.609199,3.859664,3.9317572,4.639234,3.9203339,4.6935863,3.9456754,3.8989072,4.0763426,3.875804,4.271691,2.904751,2.8947473,4.6574244
41.0,4.637499,3.867111,3.9412282,4.6599383,3.953397,4.781224,3.9445198,3.8986986,4.0761075,3.9043062,4.2203536,2.8087704,2.9041693,4.6264057
42.0,4.614002,3.8628664,3.9429324,4.6744323,3.9464612,4.734591,3.9425538,3.9027307,4.0672007,3.8578308,4.3006682,2.7599587,2.898521,4.599325
43.0,4.6735687,3.8560257,3.9472578,4.712595,3.9611573,4.7703714,3.9426808,3.902436,4.043223,3.8972075,4.196932,2.6678958,2.9348013,4.631762
44.0,4.681914,3.8537824,3.9640412,4.7302723,3.9497406,4.681031,3.944929,3.9046981,4.020244,3.8601916,4.0390844,2.8373377,2.942145,4.659218
45.0,4.6455846,3.8430166,3.9592805,4.6854405,3.942093,4.77179,3.9463089,3.899628,4.0358562,3.8544269,4.082367,2.7170787,2.9304705,4.568232
46.0,4.633976,3.843896,3.9286811,4.7085295,3.9521775,4.7244024,3.9462829,3.903019,4.076528,3.8698769,4.0141664,2.84683,2.9405951,4.608375
47.0,4.6486287,3.858789,3.9196491,4.71182,3.9370155,4.7345862,3.9454556,3.9045632,4.0929146,3.799846,3.9625223,2.7210793,2.9638748,4.623641
48.0,4.62446,3.8726065,3.9342191,4.675774,3.9395418,4.7426763,3.9391093,3.9044363,4.093148,3.818908,3.905639,2.777397,2.9728367,4.65158
49.0,4.6211147,3.8718865,3.9238691,4.657878,3.9186034,4.768239,3.9390209,3.9056492,4.060932,3.7967618,3.8948262,2.7623,2.9445312,4.540044
50.0,4.572365,3.8734376,3.9157417,4.6844554,3.921646,4.7480555,3.941545,3.9059653,4.0484605,3.7990267,3.9047842,2.8237436,2.961232,4.6907845
51.0,4.565799,3.86725,3.9206498,4.6515627,3.9090288,4.656886,3.943254,3.9009683,4.0664206,3.8023148,3.9761956,2.7843971,2.982257,4.636409
52.0,4.5854063,3.8645298,3.9198194,4.6361985,3.9118025,4.682592,3.9421687,3.9008484,4.1186223,3.8077407,3.9463243,2.8865654,2.9719765,4.6603575
53.0,4.5582137,3.8601303,3.928815,4.616109,3.9140677,4.667163,3.9401994,3.896164,4.127846,3.8106751,3.9252727,2.9438243,2.9848309,4.6397753
54.0,4.534096,3.8574638,3.9299588,4.645152,3.9215143,4.799202,3.9427161,3.8996062,4.0920973,3.87194,3.9979775,2.8122647,2.9664793,4.6959863
55.0,4.5650725,3.852082,3.9363728,4.592318,3.93672,4.6955924,3.9423919,3.8993409,4.131556,3.9272547,4.127329,2.834602,2.934508,4.623919
56.0,4.560189,3.8556166,3.9354515,4.6348743,3.9315054,4.671884,3.9434245,3.900396,4.1865196,3.9463859,4.1570635,2.9767764,2.899707,4.5896964
57.0,4.577553,3.8596487,3.924727,4.622159,3.9272037,4.71164,3.9458694,3.8988633,4.1453786,3.9127352,4.235367,3.0359585,2.886798,4.5728884
58.0,4.5740266,3.8518162,3.9240496,4.6166735,3.930238,4.7059045,3.9415011,3.9051476,4.1469226,3.919598,4.219599,2.7589614,2.8814297,4.606539
59.0,4.559595,3.849522,3.9231994,4.6280518,3.9216607,4.5982537,3.9413946,3.9005413,4.1076484,3.946159,4.2565446,2.5813146,2.8935366,4.6496115
60.0,4.542171,3.8443453,3.9297128,4.55149,3.925831,4.682902,3.9446368,3.894824,4.0653744,3.907268,4.3478947,2.579834,2.9033647,4.582268
61.0,4.5664797,3.8492577,3.940431,4.586192,3.9206405,4.744102,3.944615,3.892568,4.111925,3.8901649,4.3874235,2.5106134,2.8891296,4.562691
62.0,4.5853457,3.8557904,3.9503124,4.5753117,3.9415061,4.660159,3.944018,3.897624,4.0828304,3.8626955,4.299738,2.4954076,2.8757708,4.628184
63.0,4.599311,3.854839,3.9363718,4.579902,3.9404042,4.627234,3.941918,3.9017885,4.0630293,3.8688898,4.3591685,2.4366388,2.8724246,4.5720835
64.0,4.644967,3.858893,3.9446907,4.6731877,3.95197,4.658904,3.941019,3.9074473,4.0572953,3.90934,4.0999203,2.571334,2.872808,4.5714774
65.0,4.642333,3.8535244,3.9426515,4.685753,3.9660416,4.711448,3.9433804,3.9052327,4.0618105,3.8864558,4.0390687,2.5513542,2.9128206,4.596035
66.0,4.660738,3.8636553,3.9401166,4.6528883,3.9402323,4.778079,3.944044,3.9050589,4.0667043,3.8811955,3.9772434,2.576872,2.9198663,4.567121
67.0,4.630153,3.8592024,3.9358606,4.6498904,3.9503117,4.7318892,3.9434543,3.9026778,4.133446,3.8714406,3.9032304,2.8002775,2.9089413,4.542833
68.0,4.603612,3.8634052,3.9390535,4.6561103,3.9377007,4.7851167,3.9389498,3.9054368,4.1693645,3.8198655,3.9556618,2.839054,2.9038982,4.6567335
69.0,4.6131616,3.8674862,3.9472153,4.6701655,3.9444935,4.7175403,3.9368937,3.903003,4.168399,3.8550346,3.9567347,2.822543,2.903562,4.6739244
70.0,4.619739,3.858664,3.9295554,4.6227083,3.939827,4.698666,3.9369802,3.9011748,4.1528487,3.8520958,3.968931,2.859966,2.9070342,4.6140327
