"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish < 10.0","lesserSpottedDogfish >=10.0","lesserSpottedDogfish >=30.0","redMullet < 10.0","redMullet >=10.0","redMullet >=30.0","pouting < 10.0","pouting >=10.0","pouting >=30.0","whiting < 10.0","whiting >=10.0","whiting >=30.0","poorCod < 10.0","poorCod >=10.0","poorCod >=30.0","cod < 10.0","cod >=10.0","cod >=30.0","dragonet < 10.0","dragonet >=10.0","dragonet >=30.0","sole < 10.0","sole >=10.0","sole >=30.0","plaice < 10.0","plaice >=10.0","plaice >=30.0","horseMackerel < 10.0","horseMackerel >=10.0","horseMackerel >=30.0","mackerel < 10.0","mackerel >=10.0","mackerel >=30.0","herring < 10.0","herring >=10.0","herring >=30.0","sardine < 10.0","sardine >=10.0","sardine >=30.0","squids < 10.0","squids >=10.0","squids >=30.0","Dinoflagellates","Diatoms","Microzoo","Mesozoo","Macrozoo","VSBVerySmallBenthos","SmallBenthos","MediumBenthos","LargeBenthos","VLBVeryLargeBenthos"
47.0,28.05559,1494.8943,16951.4,109.0978,2581.15,1145.4685,13272.565,34883.883,1402.4813,64.633125,1178.0488,47922.176,280.57373,8065.5835,14.838177,0.41440418,30.951586,11688.61,10954.322,7612.5596,63.715626,145.99602,22278.943,945.75476,11.584523,2583.8584,4781.45,31088.068,174209.36,35.566055,1665.1868,91035.12,4301.161,637.6389,87922.984,68.483215,9350.038,218704.88,673.35406,19868.896,25914.836,51222.06,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
48.0,36.08806,1736.0966,18447.033,72.27396,3163.474,915.5972,4819.745,29571.705,1033.5576,60.338894,1137.8093,41179.62,447.16388,8015.615,11.728999,1.112084,47.233334,12047.866,10540.233,8432.406,101.05704,404.9066,22555.65,956.27765,18.514502,2819.9492,4530.881,19695.564,164301.38,23.624039,994.0115,94741.38,3595.5317,774.549,79299.055,32.44587,10486.368,249826.78,958.0236,22320.389,17900.006,31443.445,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
49.0,40.23734,1696.871,19676.752,86.75112,4136.5903,699.0809,3970.3523,33254.746,790.6263,46.101845,791.4939,36891.05,408.80923,10351.924,3.7845166,0.9609557,65.9221,12291.194,12861.544,8433.671,134.42534,347.141,25190.283,1001.2314,18.650267,3002.0728,4415.0195,16558.06,148112.06,14.658716,1034.8881,89714.24,3134.572,777.3142,75997.06,21.986189,5686.8066,280808.97,1227.7194,10926.194,17677.885,18264.586,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
50.0,45.9721,2002.3807,20509.54,75.76024,5086.659,723.1393,2823.057,32995.66,614.93024,33.080265,753.4266,37477.863,442.2494,10641.89,36.148117,0.4102836,7.8177414,13280.69,16947.137,7809.133,120.082726,239.94232,24114.879,921.60004,21.412672,2942.6726,4546.788,13283.958,142220.75,35.879837,861.3979,88102.98,2740.6174,159.85405,74472.09,19.742926,6938.8467,265187.75,820.4928,10041.424,7909.0566,13569.184,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
51.0,49.01647,2014.6461,20911.338,54.534767,4325.6978,940.43976,2671.0503,27708.816,685.48645,39.055904,800.4245,35680.395,725.46436,11850.176,25.620327,0.50213224,20.176146,14245.857,18620.887,8591.436,111.186584,194.49078,20863.041,819.188,14.239317,2701.6077,4215.3135,7033.8267,135771.05,47.524242,663.8635,75748.63,2369.7837,397.739,66836.37,32.344013,16978.32,268280.75,907.2522,7323.9585,5464.237,12172.506,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
52.0,47.501297,1997.3729,19357.09,60.911854,3739.1018,1347.2346,2399.3477,22997.635,857.13983,15.995795,630.67706,36519.703,608.05493,12145.437,8.617612,0.8338461,0.96695733,14693.658,16467.969,9485.279,91.2065,143.1919,19645.979,813.45044,8.347009,2402.0105,3849.7039,3718.3481,124202.91,33.159966,764.5178,67803.234,2060.478,73.62245,58100.99,41.17531,16034.164,320431.3,836.6447,7000.647,4045.8975,6923.3115,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
53.0,37.28301,1791.1394,17175.604,40.356567,3890.27,1362.413,1873.686,19254.984,1045.8694,34.07363,705.8956,32572.814,607.945,14078.589,33.347607,0.245515,0.4756364,15070.77,17487.258,9298.656,54.97383,318.68378,19629.2,1007.1359,10.823792,2250.337,3939.189,2882.4885,101475.54,20.423609,416.82077,66732.91,1727.66,700.0822,55429.97,26.926258,12629.845,356224.34,824.9384,3834.3325,4719.827,8338.276,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
54.0,28.668972,1866.9811,15767.755,47.887062,3635.214,1601.0597,3109.2073,26227.098,988.5103,32.108147,996.0226,33412.812,436.14944,13645.237,61.533268,0.81335646,6.2932687,14829.105,22662.023,8586.323,123.69678,354.53943,22827.268,1052.0563,9.609597,2169.7227,4152.008,6634.8125,84720.01,4.4859858,282.08453,60203.05,1445.0123,576.14355,62979.465,15.31413,21168.676,367106.03,891.0173,7938.059,3374.9863,12887.278,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
55.0,27.068708,1544.4276,14567.126,40.43556,3340.6917,1454.686,1473.9371,31530.201,992.68353,30.74132,900.44275,39657.74,486.24646,12668.489,49.891117,0.56107646,41.135513,14079.638,20297.152,8971.512,186.43558,309.42206,22663.969,995.9256,6.977555,1211.194,4235.4736,7701.1616,72256.75,7.322623,280.37854,48219.125,1287.9528,210.16972,59035.57,13.606161,17321.506,399720.0,1263.3739,10194.727,5863.728,19317.74,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
56.0,23.979021,1494.7843,14290.919,53.951744,3392.7542,1270.1433,1630.0188,30045.203,896.91174,54.59311,935.0829,41434.938,360.07132,10866.346,24.044151,0.21607427,28.808348,13295.932,18683.049,9050.204,108.20787,199.14961,21951.932,1237.4498,10.47605,1034.3888,3700.152,5535.5527,70085.375,3.9340494,260.92288,42092.418,1116.3572,256.04907,51530.953,11.795903,11977.941,410573.47,677.07935,11018.331,6737.4897,14516.462,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
57.0,24.56103,1370.2665,15195.992,76.71942,3767.831,868.29407,3286.4333,28408.898,743.62366,46.70551,1657.1196,40275.44,420.16513,10869.942,39.673695,0.11627888,1.1213609,12618.761,18332.455,6664.8057,50.0296,308.4114,24624.688,1276.6401,7.8050184,1564.1685,3538.1672,6820.3945,65752.48,14.282654,190.09866,41880.594,973.5003,814.9663,47133.97,14.846145,16336.784,403750.12,519.8504,11262.022,8491.668,16304.879,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
58.0,31.61234,1622.8905,14699.3955,28.687782,3105.9568,834.00183,3777.2817,27439.775,624.46747,33.803524,1061.8265,39556.863,617.6269,11708.495,29.004885,0.90196437,12.95886,11518.066,13688.324,7507.308,77.87876,284.83356,26107.742,1222.7347,8.958636,2064.4656,3441.5176,8296.664,64539.297,4.5063396,176.41101,40595.547,955.3638,2742.7905,71968.29,6.373754,11781.225,381073.34,520.0388,14161.429,8270.352,15621.521,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
59.0,22.573292,1844.7101,13965.786,48.081413,2471.9797,1093.159,2442.5598,26729.96,697.8255,62.41576,1140.6998,37697.133,738.90405,12487.934,20.373932,0.8046737,58.79385,10869.163,19398.16,7426.1523,141.5659,217.34123,22024.703,1083.2761,14.680089,3230.412,3422.09,8916.668,70093.42,20.793396,137.57317,38282.965,645.38605,589.3987,106584.05,7.708698,16014.296,356617.62,668.91205,13624.004,8267.093,16289.738,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
60.0,21.52468,1655.6995,14690.283,66.33661,2335.653,1245.9573,2222.016,28833.822,945.7182,58.060715,1978.8351,44906.934,982.47345,12058.26,36.996395,0.8814545,39.847782,10360.548,27798.309,9282.037,203.42503,176.8406,20611.129,995.6769,17.052135,3495.7124,3816.9448,18203.957,81342.55,11.54236,102.9678,31064.688,623.60815,3106.5034,127672.43,19.482927,21693.834,379498.5,658.09454,15147.367,11405.982,22226.477,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
61.0,27.738836,1215.6782,15788.769,48.297123,2592.8784,1326.8035,4450.3857,30327.648,1049.5037,48.727226,885.366,53228.92,634.93567,11424.771,18.7268,0.3064168,29.19479,10184.375,27183.295,9320.099,232.23195,216.34244,19287.932,979.27795,14.021062,3119.2922,3682.1433,30231.12,88277.89,31.714342,152.24353,23164.541,1092.3419,2441.61,180142.55,23.128378,15059.877,395133.7,849.129,17695.88,16560.31,32055.078,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
62.0,31.830717,1238.0681,16634.893,31.192665,3052.717,1272.743,5444.6743,36677.984,1178.7303,98.48948,1153.8545,52595.164,487.8599,11193.317,8.6507635,0.42931175,8.390289,10421.556,19567.373,9012.604,225.69896,222.60645,19908.76,935.93756,15.548739,2497.8398,4312.764,35231.668,99841.664,14.679925,101.21857,18531.229,1071.4824,3206.4634,245280.88,48.92971,10871.239,380627.53,433.71933,26486.352,26089.45,39904.395,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
63.0,27.230738,1351.126,16477.299,53.955326,2506.1465,1400.0914,3264.0718,35407.547,859.097,78.16808,1264.6874,58344.457,317.0353,8525.154,10.781793,0.5134069,11.372138,10797.819,13884.928,8924.445,160.64613,460.47937,21782.342,894.61115,14.867291,2749.7446,4210.674,34883.13,124718.87,18.483898,3021.312,21526.723,3427.9475,710.17316,281561.3,42.81503,12335.976,339709.16,244.948,32402.805,30759.996,62649.242,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
64.0,36.7468,1288.4362,16194.023,66.005,2744.263,1309.2979,2178.499,27041.852,698.1598,72.97995,1129.5083,55476.746,322.28024,8511.835,5.929758,0.2900501,29.328459,10971.826,16487.719,7689.1626,100.251755,458.58264,23624.53,1001.44366,31.82749,2582.9648,4403.766,24709.33,136143.77,29.003304,2368.2756,63061.305,5064.737,1408.0769,257747.23,14.414016,8782.159,282639.1,141.66527,48618.848,31291.832,84116.95,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
65.0,25.38456,1808.0883,15822.358,75.58272,3460.8772,1031.3319,2351.1409,27494.49,840.8922,127.18218,1485.0555,50518.67,556.1784,9798.881,20.306463,0.39814526,15.094066,11174.11,19491.684,6743.1553,57.24112,394.26633,24815.326,914.50635,33.757915,3650.282,4342.6587,20742.256,123724.164,34.948437,2541.7498,82790.625,6527.9785,1077.4636,224329.45,22.7892,11706.023,260157.17,83.06199,32793.336,46632.99,59443.18,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
66.0,28.76269,1534.6824,16000.746,30.258749,3789.2554,990.1223,2305.1208,32107.865,675.2025,65.27721,1915.8806,61474.688,493.73587,10510.636,5.737655,0.615539,27.97252,11594.652,17198.723,6994.4473,110.14357,333.10345,23176.838,766.36914,11.002316,2976.85,4579.2183,18245.41,122640.03,47.90568,4222.475,90973.63,5208.9053,145.06293,182386.39,15.130835,10544.022,276031.97,398.6146,25836.188,34661.074,41533.33,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
67.0,19.83917,1659.5701,14734.681,40.167667,2955.3335,966.09424,3602.7388,25327.027,686.98615,106.9421,735.99274,60658.51,492.49365,9629.637,15.175933,0.7396573,12.449793,12282.212,12546.748,8169.9194,93.66617,268.73218,20515.21,668.1701,11.056912,1668.8948,4310.9043,29402.93,118181.234,57.60935,2910.8772,118237.51,4280.0957,68.49967,136501.36,8.814098,12029.612,291625.75,574.02826,22199.018,27896.975,18776.148,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
68.0,19.05464,1854.7009,12979.615,41.506718,2729.8572,935.0391,3727.1433,26698.807,946.7965,49.44269,1515.0437,55783.1,359.5949,9766.814,39.15999,0.65611905,5.5196958,12842.374,8458.733,8102.381,57.63583,146.28816,20678.945,758.36694,10.078196,1846.2166,3884.2463,32314.783,136992.4,36.667446,1308.1422,115892.016,3521.8337,682.6037,104967.72,10.0207405,14657.254,309966.03,438.03186,18188.148,15783.742,33563.36,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
69.0,20.351973,1479.391,13152.406,22.980173,2747.0723,1028.1097,1690.2672,26354.502,718.3242,46.15097,831.7491,55433.543,314.63397,8914.208,56.769615,0.7674441,18.87949,13022.138,8744.564,7332.4507,150.93678,170.21518,19180.846,933.7729,10.784316,1486.8131,4829.434,11815.681,142015.36,43.1463,1168.9722,98893.48,2724.1047,501.5199,94328.95,3.2719028,13694.511,322678.5,451.77243,22292.494,15698.008,36329.723,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
70.0,24.123726,1380.3237,14112.489,54.51422,2763.4834,1340.095,2459.8787,23002.184,652.3717,37.858765,644.77454,47611.07,845.8091,9706.546,19.206121,0.6315805,38.558723,13227.602,13260.18,6944.8657,148.16956,266.26712,20091.701,1038.8611,21.695646,2345.5447,4382.2173,6296.6216,128153.54,30.598112,471.53085,87358.805,2440.3972,803.48175,85783.336,7.1489615,14218.178,320624.94,657.7274,21704.266,18051.896,36945.42,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
