"Mean size of fish species in cm, weighted by fish numbers in the catches, and including first ages specified in input."
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
43.0,72.944176,17.743849,12.255266,51.21437,NaN,125.04028,NaN,15.157451,27.178366,10.63625,18.102678,17.625744,14.899722,9.483723
44.0,72.094986,18.314457,12.412308,51.21184,NaN,99.9134,NaN,14.740901,26.481176,11.092778,15.919617,17.943932,14.872577,11.563976
45.0,71.978676,19.576815,12.229416,50.299282,NaN,83.527756,NaN,14.605399,26.65253,10.948494,16.745243,18.442232,14.803849,11.847267
46.0,70.06725,18.84729,10.732624,50.28294,NaN,97.89626,NaN,15.055206,29.46306,11.012148,15.384379,18.367401,15.22517,9.706352
47.0,69.51005,17.620623,10.767792,49.480045,NaN,89.88526,NaN,15.103868,27.997877,11.51908,16.592674,18.119278,15.314781,13.636343
48.0,70.94783,16.82461,11.460164,48.28093,NaN,103.52944,NaN,15.02571,29.04741,12.1663065,15.951876,18.20339,14.412932,10.448002
49.0,71.58333,17.729568,12.078828,51.001663,NaN,76.24262,NaN,15.09276,28.113962,12.4084215,17.605532,18.496204,14.79927,11.49017
50.0,72.92996,17.326838,12.14091,52.00631,NaN,86.03896,NaN,14.295882,28.075975,13.052066,17.25976,18.409622,15.7802105,11.628995
51.0,75.30007,17.896486,12.389571,53.604218,NaN,101.14938,NaN,14.420449,25.929262,13.773132,18.159473,18.781694,14.922723,13.5966425
52.0,75.22861,19.139868,12.326078,52.238384,NaN,106.89961,NaN,14.948795,27.50154,14.549643,17.789656,19.168896,14.04688,11.386518
53.0,72.678055,19.056604,12.662314,54.89117,NaN,121.25119,NaN,15.725743,30.228645,14.999227,17.832357,19.40231,14.512851,16.319288
54.0,72.29463,18.166348,12.405327,53.170357,NaN,132.97902,NaN,15.538793,29.924976,14.555756,18.429121,18.707167,14.338487,11.762066
55.0,72.88597,17.445873,12.172136,53.169445,NaN,102.82436,NaN,14.656547,31.712831,13.328953,18.46434,18.617195,13.582755,10.778566
56.0,72.38228,18.405632,12.450618,54.52602,NaN,86.96798,NaN,14.358039,31.755032,13.580771,18.905203,19.608786,14.030305,9.803348
57.0,71.31773,17.650944,12.434819,48.09441,NaN,104.04692,NaN,14.368946,31.043114,13.64911,19.305769,19.382746,13.790557,10.137178
58.0,71.84346,18.000217,11.940537,48.57191,NaN,123.32889,NaN,14.52779,30.456758,13.568321,19.385252,19.049938,14.028695,9.001856
59.0,72.4098,19.596,11.986512,51.176533,NaN,85.226776,NaN,14.328037,27.147585,13.038863,19.543505,16.82219,14.403472,9.758295
60.0,73.23375,18.609997,12.453405,47.89744,NaN,94.466515,NaN,14.661874,26.687,11.913928,20.530882,16.995043,13.909889,9.966736
61.0,71.500786,18.064579,12.577142,50.8128,NaN,84.09408,NaN,15.015577,28.194424,10.738751,20.933887,16.57124,13.730729,10.566644
62.0,71.82728,19.344128,12.112573,53.400917,NaN,87.20438,NaN,14.955248,29.692402,10.617941,19.200048,15.947179,14.188638,10.052433
63.0,73.20035,18.825783,12.122207,51.105415,NaN,103.05304,NaN,14.986936,28.861439,11.161923,19.427263,15.930886,14.2358885,9.827884
64.0,74.63835,17.931486,12.2967,52.72987,NaN,86.14141,NaN,15.049563,29.758062,11.749047,14.628854,16.4848,14.630847,8.803194
65.0,76.6906,17.67744,13.004807,54.18885,NaN,94.700134,NaN,14.314319,28.822214,12.093297,17.023172,17.344261,14.38687,9.987613
66.0,78.30702,17.21035,12.729903,49.583694,NaN,98.51773,NaN,14.371563,26.37517,12.377604,15.360474,17.701813,14.383645,10.87523
67.0,75.792114,18.66975,12.310424,54.34202,NaN,90.74472,NaN,14.670511,29.104866,11.004877,15.557577,18.247255,14.493328,9.272089
68.0,71.70479,18.526403,12.200032,53.38428,NaN,104.910805,NaN,15.7289505,29.97511,11.360377,16.739346,19.04117,14.552792,11.344079
69.0,72.32092,18.952896,12.165588,52.657753,NaN,118.66387,NaN,16.22243,31.977186,12.888499,17.2228,18.524181,14.272999,11.402178
70.0,71.622055,18.986034,12.522522,53.234745,NaN,91.18458,NaN,16.661406,29.793673,13.709914,17.867016,17.89178,14.515443,10.212329
