"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,0.025367583436798152,3.8093246204864197,0.0,0.0,0.04093514671088598,0.0,2.55902262050341,0.12120538273806113,0.0,0.0,0.0023536647415929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.012853513102001597,10.083950683690585,2.371266725030707,0.0,0.06540001623173555,0.03658392108721932,2.4415411023872156,0.19519543848517634,0.13472737853617617,0.0,0.012725090935824772,0.01871067766160521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.01510750453626658,9.918648580481209,1.7805430537604912,0.0,0.01047987616752606,0.087782483772742,2.4631909467736683,0.1947071638740887,0.21565190473518406,0.0,0.005224318721362283,0.029966846584567376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.02079225247043285,8.608361532466661,2.645456917347194,0.0,0.01314429196300437,0.11701102607949089,2.519612276589886,0.19792256176970513,0.21495130743390117,0.0,0.006625910456769566,0.029821219941252215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.017020102997655842,9.746503733449805,9.806676988918927,0.0,0.009292057296153273,0.08991207946707394,2.479944486360741,0.19631335866579264,0.21197410672689454,0.0,0.009901670591399004,0.02947994748548817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.012963169257019881,8.285577656279127,7.909783325426205,0.0,0.006351097440337153,0.052879782485302354,2.445289492708851,0.20025865175933383,0.208328791322073,0.0,0.00497763884286914,0.02922174312054083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.013024520857489372,7.672400656847329,1.947197046390326,0.0,0.00410782089147326,0.03270811358463396,2.4552024087489177,0.199825938879238,0.2164616731164927,0.0,0.004056278384150437,0.030060848585389953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.012385247093116772,10.457422271352591,3.9154859111063507,0.0,0.009479421239189918,0.030827492600696466,2.444450719631974,0.19578685098144688,0.21534640700353033,0.0,0.0076456529623191265,0.029994646312174238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.01343328446704733,13.719740479680183,0.46155877445677135,0.0,0.00440678749043415,0.04940316350329008,2.4509512306285157,0.19131328681648468,0.21594521752494433,0.0,0.004358286255138958,0.029986214504598444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.014719032398028567,13.500040920120929,0.08648952831271936,0.0,0.0021496074919298796,0.020296925618973224,2.462737190871492,0.18925173576600285,0.21599095907429072,0.0,0.0068457851604683175,0.02999138948584728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.008147667234613994,10.354908652658068,0.3656067166976203,0.0,7.39640241506453E-4,0.030585133856992908,2.4058668820377007,0.19728855009595336,0.21609855300732847,0.0,0.002911832339479294,0.030009920012496562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.00481570976441105,9.637494103415586,0.672693150861699,0.0,0.009523508161535067,0.030465288116534317,2.3800052935594507,0.19886891364254825,0.21574367524608715,0.0,0.005819532822394986,0.029968542555504546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.005067379262021881,10.0233084411439,0.9270450706005519,0.0,0.0066372957652195315,0.05859312165128022,2.3810214565367693,0.2021488670041344,0.21599064105368096,0.0,0.005111677987230861,0.029994304692421068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.009303648133666026,9.74912159460428,0.6353919139820221,0.0,0.006434053085370705,0.0976294723754257,2.415975882881206,0.1997477392153624,0.21600871653492565,0.0,0.007133515008800994,0.02999687472996431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,0.011025986393088775,8.575484182690506,0.4898218524462895,0.0,0.02021109538843674,0.12361433272370405,2.4310759062709,0.20250352340366326,0.2160115012057211,0.0,0.0093331825883138,0.02999355700256969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.0,0.014046783096214197,8.183545151450748,0.21410745546016985,0.0,0.03078823469738893,0.13630241506458868,2.4587840927658413,0.2029520640213047,0.21600298478717442,0.0,0.009099188913669487,0.029994110744347078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17.0,0.018215852958225483,7.823103525419883,0.3074324804376343,0.0,0.03925896350730242,0.1351736260490993,2.495273865527168,0.2025953335756665,0.21599739850822755,0.0,0.009687942334460485,0.02999291714523925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18.0,0.023606498473590337,5.013777991661672,0.37250706392646477,0.0,0.05439629789611951,0.13154388250080062,2.5545610616569667,0.20759285240192205,0.21600419396255197,0.0,0.010044247781010712,0.029995032189472113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19.0,0.023486580988729265,6.3226599898166,0.19823266346643176,0.0,0.07081538959182453,0.13201625225175084,2.5449198147788237,0.2049111031780497,0.21599817188887308,0.0,0.013598542622530964,0.029993889000309883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,0.02804721807443653,7.952633087181922,0.21655706092461757,0.0,0.07842341475692889,0.12395225392278789,2.603227274054787,0.20566989038043118,0.216002484781478,0.0,0.012732069217566344,0.0299941130973806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21.0,0.03020066896326193,6.347254881833289,0.2351962833708739,0.0,0.06170403687606813,0.11737692793842038,2.6377384763328156,0.2056875682228796,0.2160001836848833,0.0,0.011465707747645763,0.029993456181519603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22.0,0.026259074398094,8.182533350838652,0.21078652600541414,0.0,0.08752535567550132,0.1136026391024965,2.581649726984883,0.20091328046214899,0.21599196493256706,0.0,0.013825522792835998,0.029992400497186225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23.0,0.022325971670933364,8.196879017909263,0.23258273900574364,0.0,0.08343241049499389,0.1130854478004336,2.531740638745728,0.20270421986281065,0.2159956707755953,0.0,0.013046357159110619,0.02999318769637506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24.0,0.02649235239318251,6.455593558570424,0.21347247527397703,0.0,0.06640617257861532,0.11226619503233294,2.5908727337701074,0.20384439506859442,0.21599613740312987,0.0,0.011249491721955836,0.029992740533201723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,0.02340709883927861,7.013691478545295,0.6195945851018895,0.0,0.07140996097848105,0.10776158075331124,2.5552642143480813,0.20338483001734034,0.21593482409964962,0.0,0.012645386500317598,0.029985199096659868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
