"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,0.18100507184607184,5.000848174994415,0.0,0.0,0.051997082035949674,0.0,1.4244323373000292,0.0,0.0,0.0,0.005218401457150719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.054328058316071695,5.527081801974514,1.0543344911524661,0.0,0.1310011421565612,0.11016839237515433,1.3518055023256217,0.0,0.0,0.0,0.07975194261399272,0.08854969475706612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.05569565395529063,7.626648679538526,0.950825632302554,0.0,0.084664257030882,0.1765946725873532,1.3523773012850808,0.0,0.0,0.0,0.05824430000834047,0.14192246611165443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.04661097959981506,7.281011488294115,0.8787884488198747,0.0,0.0631223368085201,0.18296677370490053,1.3475283090074954,0.0,0.0,0.0,0.056753069062021586,0.1419059427375778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.032367422941561086,8.91980374779966,0.9800840522120381,0.0,0.09723101529026615,0.167148246699459,1.340032477803323,0.0,0.0,0.0,0.05500477461140696,0.14188542024331383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.0357064536924136,7.500139942439975,2.9573949845330865,0.0,0.10155963082726982,0.16060387917281782,1.3417305930774,0.0,0.0,0.0,0.05463351385638254,0.1416789673508753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.06998115545895255,10.717231924224079,1.8592877697469077,0.0,0.1008171375914627,0.09693999727155052,1.3601908649699779,0.0,0.0,0.0,0.05969473792093894,0.14140525624735537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.05952570093422717,8.896936503283193,0.46480493230949066,0.0,0.0879006993604371,0.1315616742929531,1.35440414076312,0.0,0.0,0.0,0.05633683011903484,0.14190427015303608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.030341880168131267,9.876570722789102,0.7134969550051569,0.0,0.08265169918296535,0.05886150435859253,1.3389666669032898,0.0,0.0,0.0,0.05489386743563326,0.14183509903849872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.02754005660814675,6.356471299189923,0.5108307382551113,0.0,0.09899476630136408,0.13404228394641732,1.3375286035154552,0.0,0.0,0.0,0.05937561195609265,0.14186785873404661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.0037030818198670362,7.260377249410346,1.1143672653540035,0.0,0.08932355243164229,0.20303170431455378,1.3252071719969936,0.0,0.0,0.0,0.06459562746018735,0.1419632842679269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.007591004942494112,6.289186869498645,1.0073404748658386,0.0,0.08288009592135206,0.20203895498368002,1.3271879091401821,0.0,0.0,0.0,0.059693685926613706,0.1419909175482702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.0030870812724297257,6.816555585586685,0.8930165694151834,0.0,0.08084601153013392,0.2021701271193702,1.3248916971474696,0.0,0.0,0.0,0.06227928413895723,0.14197587687143065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.008251148673413585,5.7989108777258505,0.9302122619303768,0.0,0.07874892790899035,0.21586814375297708,1.327521793146728,0.0,0.0,0.0,0.060910287593635926,0.14197441071004568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,0.010145388553162188,7.1328068548952945,0.8739619752808006,0.0,0.0726965727029243,0.20967417702661562,1.3284967864926351,0.0,0.0,0.0,0.06388161147895845,0.14198077499696488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.0,0.04312813919861229,7.363252975811566,0.8308698276336522,0.0,0.07681532248120043,0.2075236701709462,1.3456849290971817,0.0,0.0,0.0,0.060395727189404405,0.14190690280622986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17.0,0.0770852555674352,8.459203558307152,0.8313885331683553,0.0,0.08778977056606536,0.18654223237142756,1.3638555980178302,0.0,0.0,0.0,0.06519346748283385,0.14191592886613852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18.0,0.12058308952465024,7.875513365907482,0.765664164930197,0.0,0.09223585634379673,0.1861447427089216,1.3889835799286694,0.0,0.0,0.0,0.060329587670257354,0.14191874179960776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19.0,0.16082307488302702,8.29437804991,0.49516858480259024,0.0,0.09965267576860716,0.17314418024858902,1.4121213718500438,0.0,0.0,0.0,0.05909515979985007,0.14192777771319548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,0.17480249594632843,7.9079530485873315,0.39544401295881504,0.0,0.10588570117955896,0.18915081967233088,1.4200190127068757,0.0,0.0,0.0,0.06035918728556788,0.14196879636025064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21.0,0.15657575958234451,7.322779721023365,0.3587453444449628,0.0,0.11386064539769522,0.171125535038878,1.4089272437140012,0.0,0.0,0.0,0.06134266754225778,0.14197384094970084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22.0,0.1264698452425321,7.793778032744288,0.27110922791354247,0.0,0.11684747217703159,0.1802060744008796,1.391496087356779,0.0,0.0,0.0,0.06296824126593882,0.14196938567645673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23.0,0.09558018737296659,6.676007176460118,0.4116559694920129,0.0,0.10585007424158421,0.1789656303766226,1.3742030492882247,0.0,0.0,0.0,0.06458259573545645,0.14196390233438685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24.0,0.0969831666901611,6.862641254182861,0.4258459943375579,0.0,0.10959203050005861,0.17949753089826176,1.3749553709402997,0.0,0.0,0.0,0.06337513653239904,0.1419673081812794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,0.10922709794381771,6.78751980592551,0.5208728955156423,0.0,0.10505191146581583,0.1781111511370774,1.3817027878804133,0.0,0.0,0.0,0.061128742145302874,0.1418797982107026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26.0,0.10285769963949873,7.887601181414948,0.43366530518544916,0.0,0.10724213880753596,0.1847486805068423,1.3785727290151824,0.0,0.0,0.0,0.06522235874088499,0.1419431748454847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27.0,0.08810111093485558,7.869381271782428,0.35582217080387485,0.0,0.09812455028426663,0.18511489949109286,1.3699953497728767,0.0,0.0,0.0,0.060439943791214396,0.1419554206180807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28.0,0.08422630728307393,7.486449962298198,0.296850873342079,0.0,0.09443484720276757,0.19906642317170867,1.3677484987177122,0.0,0.0,0.0,0.06247235931109233,0.14196726759885045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29.0,0.08074750707003221,6.215044991323693,0.44997877154182614,0.0,0.09538982781049826,0.21061362494957475,1.3658331888585102,0.0,0.0,0.0,0.06390745928315052,0.14196158287824615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30.0,0.09613482525393421,8.504714562074277,0.28028438895288454,0.0,0.09591080038525479,0.19959126174909825,1.3742457046302023,0.0,0.0,0.0,0.06727420744312992,0.14196402942614222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31.0,0.08856844612187181,8.435011397851074,0.39050060984980944,0.0,0.09150035646892428,0.19636318438319011,1.3701251680474096,0.0,0.0,0.0,0.061317728948542524,0.14193794723653205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32.0,0.0898237560639739,6.674285127014748,0.3549676014213576,0.0,0.07909389596994482,0.20750600042351813,1.3707756824566173,0.0,0.0,0.0,0.06442729208921702,0.1419675523111073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33.0,0.11406258025939928,7.339399172509771,0.621819000534361,0.0,0.08176345486780139,0.20634516830987518,1.3843339268330785,0.0,0.0,0.0,0.06116210391860468,0.1418789220693893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34.0,0.10741628595338931,7.30029305602615,0.5275253748399589,0.0,0.0855389557088414,0.20083264906943887,1.3806077335747762,0.0,0.0,0.0,0.05975602213013101,0.14197337151962172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,0.09209699752062339,6.6365102266226845,0.5621834443258151,0.0,0.09390210936183874,0.1924710126067498,1.3720202454341168,0.0,0.0,0.0,0.06415748288885754,0.14193377351394887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36.0,0.10447313700485189,7.0814201682347,0.550815060757487,0.0,0.08104768971531578,0.20719659922877268,1.378868302706424,0.0,0.0,0.0,0.06131561558418099,0.1419576146960231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37.0,0.1404911489538146,8.312149383118214,0.5322274426924782,0.0,0.08472715579268913,0.2019591786377736,1.399532104031013,0.0,0.0,0.0,0.06269059966816673,0.14196068611481957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38.0,0.10358860521045408,7.252044491409547,0.4854213642281248,0.0,0.098785836518054,0.2153653351702083,1.3790749959393187,0.0,0.0,0.0,0.06332903220357669,0.14187846394051942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39.0,0.11475058373290561,9.447347889989203,0.5514896539722334,0.0,0.07907398400133231,0.20146555490772772,1.3849820747395627,0.0,0.0,0.0,0.06215682457354803,0.14191011544519327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40.0,0.11526167136567281,7.378096432827376,0.3629640918736286,0.0,0.08551356529480321,0.20484376092646606,1.3855179350459979,0.0,0.0,0.0,0.05850403412556182,0.14196523265673922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41.0,0.11665039444920368,8.704011358260972,0.5323869104756226,0.0,0.09218766303626993,0.19217559049205213,1.385740352010883,0.0,0.0,0.0,0.062005297132899304,0.14193891267637157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42.0,0.1274645759983551,7.827381798500447,0.4065723646337937,0.0,0.10010080309867504,0.18374161245119222,1.3926536111521506,0.0,0.0,0.0,0.0614703629071461,0.14195187501413956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43.0,0.11824560913924471,6.8757867833276425,0.29000649118762917,0.0,0.1026081370740624,0.19587465668135703,1.3871150076595253,0.0,0.0,0.0,0.05957092870212217,0.14194153320731354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44.0,0.13233418901702063,8.884510386869895,0.20130412813751114,0.0,0.11514706249632771,0.1836615515041591,1.3952559789750072,0.0,0.0,0.0,0.06412673862969083,0.14197502889053268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45.0,0.1234874989502953,6.886333936994913,0.4443251971492539,0.0,0.10929968295983876,0.17311766607309473,1.3897517522857317,0.0,0.0,0.0,0.0569194041790307,0.1419119617558086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46.0,0.10587833942959327,8.349927277337441,0.2600860156420859,0.0,0.11574644157066391,0.17524758715403765,1.3803836643700438,0.0,0.0,0.0,0.06681354113172021,0.14195522428876403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47.0,0.09129166892678435,7.459841855066375,0.3711269524183357,0.0,0.11878183904233257,0.17199080664612823,1.3720471659089923,0.0,0.0,0.0,0.0622414471582737,0.14193314794929743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48.0,0.07701128877696044,9.532523579140046,0.19682429403725366,0.0,0.1095422189460957,0.16745389149423057,1.363801278181987,0.0,0.0,0.0,0.06624655444124418,0.1419729355756643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.0,0.08267614816236482,7.399255395201187,0.21637004390854106,0.0,0.10174883068049269,0.178306739869589,1.367014321838866,0.0,0.0,0.0,0.05840785870955247,0.1419653920275523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50.0,0.08872773165933946,9.403809408086246,0.29208737108570226,0.0,0.0973164491733667,0.17470157617383453,1.3708651228217767,0.0,0.0,0.0,0.06194143140963193,0.14197111526876627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51.0,0.09101747291971575,8.28844445075194,0.29690994918490593,0.0,0.10984584588665168,0.18273788393092322,1.3715059021271354,0.0,0.0,0.0,0.061270657613341675,0.1419720931707225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52.0,0.09051839207667757,6.8811691243489275,0.3603064084896427,0.0,0.09249324232745053,0.18913406198827679,1.3712641212647263,0.0,0.0,0.0,0.06101941358171534,0.14196841574377916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,0.14732784151890183,7.3511794650415085,0.2089412168487078,0.0,0.1014421940799843,0.19388097147643116,1.4036709838312296,0.0,0.0,0.0,0.06498130371645314,0.14196777220116025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54.0,0.10931095271135263,8.60702595633035,0.33414537547717393,0.0,0.10025895563892198,0.19020664028818782,1.3820992960775833,0.0,0.0,0.0,0.0643577448739715,0.1419649830290104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55.0,0.11359381115565152,7.603371915269257,0.3322999329966599,0.0,0.09410122219658777,0.19309380407922447,1.3845359706829772,0.0,0.0,0.0,0.06530193539526928,0.14196804871808508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56.0,0.10244472855944933,6.499854822587959,0.3770438065691164,0.0,0.08924566383421333,0.20285095779007792,1.3781047945309624,0.0,0.0,0.0,0.06476573822063152,0.14195176937737436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57.0,0.12032162049532069,7.133973180052903,0.3961650943038224,0.0,0.08501992291922535,0.2138404065182981,1.3879146499177317,0.0,0.0,0.0,0.06420924989504596,0.14194279925618652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58.0,0.13260386603338042,6.8713200490557735,0.2654955318683671,0.0,0.08147593426468983,0.22201514534756134,1.3952859068104912,0.0,0.0,0.0,0.0631519459015287,0.14197203298688957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59.0,0.11983727651269463,6.059918288954388,0.3463694399583664,0.0,0.07973248106929105,0.21461475894821988,1.3877338984121745,0.0,0.0,0.0,0.06662496279159033,0.14196618667374228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60.0,0.11265032828681541,8.670839517725955,0.40426726300714094,0.0,0.08759209187374054,0.20800862546174773,1.3835405506441214,0.0,0.0,0.0,0.062074069497079276,0.1419669308153605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
