"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,0.03184171468940484,0.5332999894018629,0.0,0.0,0.1136379848026213,0.0,1.8427199027125172,0.27289482739549986,0.0,0.0,0.014880574816592303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.11008072552085499,3.4178213546911094,0.38813688797092816,0.0,0.17835414158608537,0.1439807993337662,2.050770986596053,0.2948104617933193,0.2851414237975128,0.0,0.012841403592142172,0.034056751485937196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.041518210449205686,2.1407792871227906,0.9122025301092435,0.0,0.19747699734037122,0.20237349365401885,2.0135230960983788,0.2953664072015725,0.29770931319363103,0.0,0.019831022328558517,0.03593946203347703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.024656424264293646,3.308786050769478,2.0360899540568913,0.0,0.15385087103663117,0.25411530874772925,2.004697539175695,0.2920682061183173,0.29719647421813655,0.0,0.013171003896594079,0.035883352550836314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.03752178007002732,3.0174863873242126,0.537619696522508,0.0,0.16809687508531257,0.1722654567579866,2.0114086381287755,0.29349635945728014,0.29727947472393923,0.0,0.01436003382472082,0.03590841978132942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.033207139200054636,3.515987112660743,0.976661309258374,0.0,0.16536681492104488,0.22201165949782975,2.0091538033667504,0.29271375749173595,0.296984637250357,0.0,0.013639657701843165,0.03586308436631593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.03424587187775502,3.2160234837895723,0.7121141074304611,0.0,0.17520070571852817,0.21719165648648484,2.009755176962067,0.29335300676875015,0.297649728066684,0.0,0.015800647118668635,0.03595476792953839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.04343924133203722,3.037205282672017,1.0372860033690092,0.0,0.16919050827694634,0.2411347120460375,2.014502233725065,0.29412450109364263,0.2976039472449375,0.0,0.016482021729702576,0.03597093299443226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.04909967330017938,3.2939631095039896,1.237358338424931,0.0,0.1722348514558312,0.2134122826648607,2.0174949083376443,0.2949000071932053,0.29703527538623187,0.0,0.014106559076729403,0.035865450142680395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.06110078105801647,2.8107280333515736,1.451235866503083,0.0,0.1822511073386634,0.18720835297702693,2.023912103652668,0.29513285167883807,0.29647805340250577,0.0,0.016448840670822442,0.03580180414490518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
